Data_Field,Champ_de_la_donnée,Data_Value,Valeur_de_la_donnée,Value_Description,Description_de_la_valeur
Activity Type,Type d'activité,Backpacking – Multiday Trips,Randonnée pédestre – excursion de plusieurs jours,Backpacking – Multiday Trips,Randonnée pédestre – excursion de plusieurs jours
Activity Type,Type d'activité,Beach Recreation,Activitée de plage,Beach Recreation,Activitée de plage
Activity Type,Type d'activité,Boating - Coastal/Marine,Navigation - côtière/marin,Boating - Coastal/Marine,Navigation - côtière/marin
Activity Type,Type d'activité,Boating - Commercial,Navigation - Commerciale,Boating - Commercial,Navigation - Commerciale
Activity Type,Type d'activité,Boating - Motorized Pleasure Craft,Navigation de plaisance – embarcation motorisée,Boating - Motorized Pleasure Craft,Navigation de plaisance – embarcation motorisée
Activity Type,Type d'activité,Bush Party,Fête en plein air,Bush Party,Fête en plein air
Activity Type,Type d'activité,Camping - Backcountry,Camping - Arrière-pays,Camping - Backcountry,Camping - Arrière-pays
Activity Type,Type d'activité,Camping - Frontcountry,Camping - Avant pays,Camping - Frontcountry,Camping - Avant pays
Activity Type,Type d'activité,Camping - Huts and Lodges,Camping - Refuges et auberges,Camping - Huts and Lodges,Camping - Refuges et auberges
Activity Type,Type d'activité,Camping - Winter Frontcountry,Camping - Hiver Avant-pays,Camping - Winter Frontcountry,Camping - Hiver Avant-pays
Activity Type,Type d'activité,Canoeing - Coastal,Canot - Zones côtières,Canoeing - Coastal,Canot - Zones côtières
Activity Type,Type d'activité,Canoeing - Flatwater,Canot - Eaux calmes,Canoeing - Flatwater,Canot - Eaux calmes
Activity Type,Type d'activité,Canoeing - Swiftwater,Canot - Eaux vives,Canoeing - Swiftwater,Canot - Eaux vives
Activity Type,Type d'activité,Canyon exploration -Winter,Exploration de canyon - Hiver,Canyon exploration -Winter,Exploration de canyon - Hiver
Activity Type,Type d'activité,Canyoneering,Canyoning,Canyoneering,Canyoning
Activity Type,Type d'activité,Caving,Spéléologie,Caving,Spéléologie
Activity Type,Type d'activité,Climbing - Bouldering,Escalade - Bloc,Climbing - Bouldering,Escalade - Bloc
Activity Type,Type d'activité,Climbing - Mountaineering,Escalade - Alpinisme,Climbing - Mountaineering,Escalade - Alpinisme
Activity Type,Type d'activité,Climbing - Technical Rock,Escalade - Rocher technique,Climbing - Technical Rock,Escalade - Rocher technique
Activity Type,Type d'activité,Climbing - Waterfall  Ice,Escalade - Cascade de glace,Climbing - Waterfall  Ice,Escalade - Cascade de glace
Activity Type,Type d'activité,Commercial Transportation Operation,Activités de transport commercial,Commercial Transportation Operation,Activités de transport commercial
Activity Type,Type d'activité,Cycling,Cyclisme,Cycling,Cyclisme
Activity Type,Type d'activité,Cycling - Mountain Biking,Cyclisme - Vélo de montagne,Cycling - Mountain Biking,Cyclisme - Vélo de montagne
Activity Type,Type d'activité,Cycling - Road/Shared Path,Cyclisme - Routes et sentiers partagés,Cycling - Road/Shared Path,Cyclisme - Routes et sentiers partagés
Activity Type,Type d'activité,Cycling - Winter,Cyclisme - Hiver,Cycling - Winter,Cyclisme - Hiver
Activity Type,Type d'activité,Dog Walking,Promenade avec un chien,Dog Walking,Promenade avec un chien
Activity Type,Type d'activité,Dogsledding,Traîneau à chiens,Dogsledding,Traîneau à chiens
Activity Type,Type d'activité,Domestic Residence Activity,Activités résidentielles,Domestic Residence Activity,Activités résidentielles
Activity Type,Type d'activité,Driving,Conduire,Driving,Conduire
Activity Type,Type d'activité,Field Sports,Sport de terrain,Field Sports,Sport de terrain
Activity Type,Type d'activité,Fishing,Pêche,Fishing,Pêche
Activity Type,Type d'activité,Flight - BASE Jumping/ Proximity Flying,saut extrême/vol de proximité,Flight - BASE Jumping/ Proximity Flying,saut extrême/vol de proximité
Activity Type,Type d'activité,Flight - Hang-gliding/Parapenting,Deltaplane / Parapente,Flight - Hang-gliding/Parapenting,Deltaplane / Parapente
Activity Type,Type d'activité,Flight - Helicopter,Vol – hélicoptère,Flight - Helicopter,Vol – hélicoptère
Activity Type,Type d'activité,Flight - HETS,Vol – hélicoptère de transport de charge externe,Flight - HETS,Vol – hélicoptère de transport de charge externe
Activity Type,Type d'activité,Flight - Sightseeing/Site Access,Vol – Observation des paysages/accès à un site,Flight - Sightseeing/Site Access,Vol – Observation des paysages/accès à un site
Activity Type,Type d'activité,Glacier Discovery Walk,Passerelle des Glaciers,Glacier Discovery Walk,Passerelle des Glaciers
Activity Type,Type d'activité,Golfing,Golf,Golfing,Golf
Activity Type,Type d'activité,Heritage Activity - Bird Watching,Activité du patrimoine – Ornithologie,Heritage Activity - Bird Watching,Activité du patrimoine – Ornithologie
Activity Type,Type d'activité,Heritage Activity - History Activities,Activité du patrimoine – Activités axées sur l’histoire,Heritage Activity - History Activities,Activité du patrimoine – Activités axées sur l’histoire
Activity Type,Type d'activité,Heritage Activity - Photography and Art,Activité du patrimoine – Photographie et art,Heritage Activity - Photography and Art,Activité du patrimoine – Photographie et art
Activity Type,Type d'activité,Heritage Activity - Sightseeing,Activité du patrimoine – Observation des paysages,Heritage Activity - Sightseeing,Activité du patrimoine – Observation des paysages
Activity Type,Type d'activité,Heritage Activity - Wildlife Observation,Activité du patrimoine – Observation faunique,Heritage Activity - Wildlife Observation,Activité du patrimoine – Observation faunique
Activity Type,Type d'activité,Hiking / Walking,Randonnée pédestre,Hiking / Walking,Randonnée pédestre
Activity Type,Type d'activité,Horse Riding - Day Trip,Équitation - Excursion journalière,Horse Riding - Day Trip,Équitation - Excursion journalière
Activity Type,Type d'activité,Horse Riding - Multiday,Équitation - Excursion de plusieurs jours,Horse Riding - Multiday,Équitation - Excursion de plusieurs jours
Activity Type,Type d'activité,Ice Skating,Patinage sur glace,Ice Skating,Patinage sur glace
Activity Type,Type d'activité,Kayaking - Coastal,Kayak - Zones côtières,Kayaking - Coastal,Kayak - Zones côtières
Activity Type,Type d'activité,Kayaking - Flatwater,Kayak – Eaux calmes,Kayaking - Flatwater,Kayak – Eaux calmes
Activity Type,Type d'activité,Kayaking - Swiftwater,Kayak - Eaux vives,Kayaking - Swiftwater,Kayak - Eaux vives
Activity Type,Type d'activité,Mooring,Mouiilage/amarrage,Mooring,Mouiilage/amarrage
Activity Type,Type d'activité,None Specific - Emergency,Non spécifique - Urgence,None Specific - Emergency,Non spécifique - Urgence
Activity Type,Type d'activité,Not Applicable,Sans objet,Not Applicable,Sans objet
Activity Type,Type d'activité,Orienteering / Geocaching,Course d’orientation / géocachette,Orienteering / Geocaching,Course d’orientation / géocachette
Activity Type,Type d'activité,Other,Autre,Other,Autre
Activity Type,Type d'activité,Paddleboarding - Coastal,Planche à rame - Zones côtières,Paddleboarding - Coastal,Planche à rame - Zones côtières
Activity Type,Type d'activité,Paddleboarding - Flatwater,Planche à rame - Eaux calmes,Paddleboarding - Flatwater,Planche à rame - Eaux calmes
Activity Type,Type d'activité,Paddleboarding - Swiftwater,Planche à rame - Eaux vives,Paddleboarding - Swiftwater,Planche à rame - Eaux vives
Activity Type,Type d'activité,Park Operations,Opérations du parc,Park Operations,Opérations du parc
Activity Type,Type d'activité,Park Ops  - Avalanche Forecasting,Opérations du parc – prévision d’avalanche,Park Ops  - Avalanche Forecasting,Opérations du parc – prévision d’avalanche
Activity Type,Type d'activité,Park Ops - Avalanche Control,Opérations du parc – Déclenchement préventif d’avalanches,Park Ops - Avalanche Control,Opérations du parc – Déclenchement préventif d’avalanches
Activity Type,Type d'activité,Park Ops - Search and Rescue,Opérations du parc – Recherche sauvetage,Park Ops - Search and Rescue,Opérations du parc – Recherche sauvetage
Activity Type,Type d'activité,Park Ops - Training,Opérations du parc – formation,Park Ops - Training,Opérations du parc – formation
Activity Type,Type d'activité,Picnicking / BBQ,Pique-nique / BBQ,Picnicking / BBQ,Pique-nique / BBQ
Activity Type,Type d'activité,Playground Activities,Activités de terrain de jeux,Playground Activities,Activités de terrain de jeux
Activity Type,Type d'activité,Rafting - Flatwater,Rafting - Eaux calmes,Rafting - Flatwater,Rafting - Eaux calmes
Activity Type,Type d'activité,Rafting - Swiftwater,Rafting - Eaux vives,Rafting - Swiftwater,Rafting - Eaux vives
Activity Type,Type d'activité,Railway,Chemin de fer,Railway,Chemin de fer
Activity Type,Type d'activité,Research - Scientific/Social,Travail de recherche,Research - Scientific/Social,Travail de recherche
Activity Type,Type d'activité,Resource Harvesting - Hunting/Fishing/Gathering/Trapping,Extraction de ressources - Chasse/pêche/récolte/piégeage,Resource Harvesting - Hunting/Fishing/Gathering/Trapping,Extraction de ressources - Chasse/pêche/récolte/piégeage
Activity Type,Type d'activité,Roller Sports,Sports à roulettes,Roller Sports,Sports à roulettes
Activity Type,Type d'activité,Running - Road,Course à pied,Running - Road,Course à pied
Activity Type,Type d'activité,Running - Trail,Course dans les sentiers,Running - Trail,Course dans les sentiers
Activity Type,Type d'activité,Sail Sports - Day Sailing/Touring,Sports à voile - Navigation ou excursion d’un jour,Sail Sports - Day Sailing/Touring,Sports à voile - Navigation ou excursion d’un jour
Activity Type,Type d'activité,Sail Sports - Traction//Ski/Snowboard Kiting,Sports à voile - Planche à voile/surf cerf-volant,Sail Sports - Traction//Ski/Snowboard Kiting,Sports à voile - Planche à voile/surf cerf-volant
Activity Type,Type d'activité,Sail Sports - Wind / Kite Surfing,Planche à voile / Cerf-volant de surf,Sail Sports - Wind / Kite Surfing,Planche à voile / Cerf-volant de surf
Activity Type,Type d'activité,Scrambling,Grimper / Escalade facile,Scrambling,Grimper / Escalade facile
Activity Type,Type d'activité,Scuba Diving,Plongée autonome,Scuba Diving,Plongée autonome
Activity Type,Type d'activité,Skiing - Crosscountry,Ski/planche à neige - Ski de fond,Skiing - Crosscountry,Ski/planche à neige - Ski de fond
Activity Type,Type d'activité,Skiing/Boarding - Backcountry,Ski/planche à neige - Arrière-pays,Skiing/Boarding - Backcountry,Ski/planche à neige - Arrière-pays
Activity Type,Type d'activité,Skiing/Boarding - Couloirs,Ski/planche à neige - Couloirs,Skiing/Boarding - Couloirs,Ski/planche à neige - Couloirs
Activity Type,Type d'activité,Skiing/Boarding - Ski Resort In Bounds,Ski/planche à neige - Centre de ski,Skiing/Boarding - Ski Resort In Bounds,Ski/planche à neige - Centre de ski
Activity Type,Type d'activité,Skiing/Boarding - Ski Resort Out of Bounds,Ski/planche à neige - Ski hors bornes,Skiing/Boarding - Ski Resort Out of Bounds,Ski/planche à neige - Ski hors bornes
Activity Type,Type d'activité,Slackline,Slackline,Slackline,Slackline
Activity Type,Type d'activité,Sledding/Tobogganning,Luge/toboggan,Sledding/Tobogganning,Luge/toboggan
Activity Type,Type d'activité,Snow Coach,Navette des neiges,Snow Coach,Navette des neiges
Activity Type,Type d'activité,Snowmobiling,Motoneige,Snowmobiling,Motoneige
Activity Type,Type d'activité,Snowshoeing,Raquette,Snowshoeing,Raquette
Activity Type,Type d'activité,Special Event - Participative Audience,Activité spéciale - Public participatif,Special Event - Participative Audience,Activité spéciale - Public participatif
Activity Type,Type d'activité,Special Events - Passive Audience,Activité spéciale - Auditoire passif,Special Events - Passive Audience,Activité spéciale - Auditoire passif
Activity Type,Type d'activité,Stakeholder Operations,Activités des intervenants,Stakeholder Operations,Activités des intervenants
Activity Type,Type d'activité,Surfing,Surf,Surfing,Surf
Activity Type,Type d'activité,Swimming - Cliff Jumping,Baignade -Saut de falaise,Swimming - Cliff Jumping,Baignade -Saut de falaise
Activity Type,Type d'activité,Swimming - Coastal,Baignade - Zones côtières,Swimming - Coastal,Baignade - Zones côtières
Activity Type,Type d'activité,Swimming - Facilities,Baignade - Installations,Swimming - Facilities,Baignade - Installations
Activity Type,Type d'activité,Swimming - Flat Water,Baignade - Eaux calmes,Swimming - Flat Water,Baignade - Eaux calmes
Activity Type,Type d'activité,Swimming - Swiftwater,Baignade - Eaux vives,Swimming - Swiftwater,Baignade - Eaux vives
Activity Type,Type d'activité,Townsite Activity,Activité de lot urbain,Townsite Activity,Activité de lot urbain
Activity Type,Type d'activité,Tram/Ski Lift/Gondola,Tramway/remonte-pente/télécabine,Tram/Ski Lift/Gondola,Tramway/remonte-pente/télécabine
Activity Type,Type d'activité,Tubing / River Drifting,Chambre à air / Dérive en rivière,Tubing / River Drifting,Chambre à air / Dérive en rivière
Activity Type,Type d'activité,Unknown,Inconnu,Unknown,Inconnu
Activity Type,Type d'activité,Via-Ferrata,Via-Ferrata,Via-Ferrata,Via-Ferrata
Animal Attractant,Substance ou objet attractif,Berries (natural),Baies (naturelles),Berries (natural),Baies (naturelles)
Animal Attractant,Substance ou objet attractif,Carrion,Charogne,Carrion,Charogne
Animal Attractant,Substance ou objet attractif,Compost,Compost,Compost,Compost
Animal Attractant,Substance ou objet attractif,Domestic Animal,Animal domestique,Domestic animal,Animal domestique
Animal Attractant,Substance ou objet attractif,Domestic grass,Graminées indigènes,Domestic grass,Graminées indigènes
Animal Attractant,Substance ou objet attractif,Fish,Poisson,Fish,Poisson
Animal Attractant,Substance ou objet attractif,"Fruit tree, shrub or garden","Arbre fruitier, arbuste ou jardin","Fruit tree, shrub or garden","Arbre fruitier, arbuste ou jardin"
Animal Attractant,Substance ou objet attractif,Garbage,Déchets,Garbage,Déchets
Animal Attractant,Substance ou objet attractif,Grain,céréales,Grain,céréales
Animal Attractant,Substance ou objet attractif,Human food,Nourriture humaine,Human food,Nourriture humaine
Animal Attractant,Substance ou objet attractif,Mate,Partenaire,Mate,Partenaire
Animal Attractant,Substance ou objet attractif,Mineral Lick,Minéral à lécher,Mineral Lick,Minéral à lécher
Animal Attractant,Substance ou objet attractif,Not Applicable,Sans objet,Not Applicable,Sans objet
Animal Attractant,Substance ou objet attractif,Petroleum products,Produits pétroliers,Petroleum products,Produits pétroliers
Animal Attractant,Substance ou objet attractif,Prey animal (natural),Animal de proie (naturelle),Prey animal (natural),Animal de proie (naturelle)
Animal Attractant,Substance ou objet attractif,Road salt, Sel de la route,Road salt, Sel de la route
Animal Attractant,Substance ou objet attractif,Small animal feeders,Mangeoires pour petits animaux,Small animal feeders,Mangeoires pour petits animaux
Animal Attractant,Substance ou objet attractif,Unknown,Inconnu,Unknown,Inconnu
Animal Attractant,Substance ou objet attractif,Vegetation (natural),Végétation (naturelle),Vegetation (natural),Végétation (naturelle)
Animal Behaviour,Comportement de l'animal,Avoidance,Évitement,Avoidance,Évitement
Animal Behaviour,Comportement de l'animal,Bluff Charge,Fausse attaque,"Non-contact charge towards a person, pet or vehicle","Charge sans contact contre une personne, un animal domestique ou un véhicule"
Animal Behaviour,Comportement de l'animal,Chase,Chasse,Pursued with speed but no  direct contact,"Poursuite rapide, mais sans contact direct"
Animal Behaviour,Comportement de l'animal,Contact-People,Contact avec des humains,"Intentional, direct physical contact with people",Contact direct et intentionnel avec une personne
Animal Behaviour,Comportement de l'animal,Contact-Pet,Contact avec un animal domestique,"Intentional, direct physical contact with a domestic animal",Contact direct et intentionnel avec un animal domestique
Animal Behaviour,Comportement de l'animal,Contact-Property,Contact à la propriété,"Intentional, direct physical contact with property, with or without causing damage (e.g., automobile, camping equipment, shed, or any other possession)","Contact direct et intentionnel avec un bien, causant des dommages (p. Ex. Automobile, équipement de camping, hangar, etc.)"
Animal Behaviour,Comportement de l'animal,Curious,Curieux,"Curious, non-threatening behaviour",Animal curieux mais non menaçant
Animal Behaviour,Comportement de l'animal,Curious Approach,Approche de curiosité,Curious approach towards people,Approche des gens par curiosité
Animal Behaviour,Comportement de l'animal,Dive,Plongée,Dive below the surface of the water by an aquatic/marine animal,Plongée sous la surface de l’eau par un animal aquatique ou marin
Animal Behaviour,Comportement de l'animal,Escort (Follow-Flank),Escorte (l’animal suit une personne),Persistent follow or flanking,"L’animal suit une personne, de loin ou de près"
Animal Behaviour,Comportement de l'animal,Indifferent to People/Vehicles,Indifférence aux humains/véhicules,No overt response to human or vehicle presence,Aucune réaction manifeste à la présence humaine ou véhicule
Animal Behaviour,Comportement de l'animal,Intense Staring,Fixer intensément,Unwavering visual contact with people or pets,Contact visuel insistant avec des humains ou des animaux domestiques
Animal Behaviour,Comportement de l'animal,Not Applicable,Sans objet,Not Applicable,Sans objet
Animal Behaviour,Comportement de l'animal,Other,Autre,Other,Autre
Animal Behaviour,Comportement de l'animal,Physical or Aggressive Display,Comportement agressif,"Physical or aggressive display (e.g., bared teeth, stomping, swatting, lunging, etc.)","Manifestation physique ou comportement agressif (p. Ex. L’animal montre les dents, trépigne, tape le sol, fait des mouvements brusques vers l’avant, etc.)"
Animal Behaviour,Comportement de l'animal,Predatory Approach,Approche prédatrice,Stealthy or aggressive approach by a carnivore towards a person or pet,Approche furtive ou agressive par un carnivore vers une personne ou un animal domestique
Animal Behaviour,Comportement de l'animal,Presence - Wildlife Exclusion Zones,Présence – Zone d’exclusion des animaux sauvages,Presence in an area of high human use where presence of the species is a concern for public safety reasons ,Présence – Zone d’exclusion des animaux sauvages
Animal Behaviour,Comportement de l'animal,Secretive,Comportement discret,Moved secretively or undetected,Déplacement furtif ou non détecté
Animal Behaviour,Comportement de l'animal,Unaware,Non conscient,Unaware of human presence,Non conscient de la présence humaine
Animal Behaviour,Comportement de l'animal,Unknown,Inconnu,Unknown,Inconnu
Animal Behaviour,Comportement de l'animal,Unyielding (refuse to give ground),Refus de céder sa place,Unyielding (refuse to give ground) to people,Refus de céder sa place aux humaines
Animal Behaviour,Comportement de l'animal,Vocalization,Vocalisation,Vocalization,Vocalisation
Animal Health Status,État de santé de l’animal,Dead,Mort,"The animal is confirmed to be dead. This includes any animal that was found with serious injuries that required the animal to be euthanized, because a dead animal was the end result.","La mort de l'animal est confirmée. Cela inclut tout animal qui a été trouvé avec des blessures graves qui ont nécessité l'euthanasie de l'animal, parce qu'un animal mort était le résultat final."
Animal Health Status,État de santé de l’animal,Healthy,en bonne santé,The animal appears to be healthy and there is no evidence to suggest Exceptional cases where none of the other available health statuses apply.  wise.,L'animal semble être en bonne santé et il n'y a aucune preuve du contraire.
Animal Health Status,État de santé de l’animal,Injured,Blessé,"The animal is confirmed to be physically injured, through a direct visual or Exceptional cases where none of the other available health statuses apply.   evidence of injury on scene (such as blood, fur, significant vehicle damage, etc.). This does not include any animal that was euthanized as a result of its injuries.","Il est confirmé que l'animal est physiquement blessé, grâce à une preuve visuelle directe ou à d'Cas exceptionnels où aucun des autres états de santé disponibles ne s'applique.  s preuves de blessure sur les lieux (comme du sang, de la fourrure, des dommages considérables au véhicule, etc.). Cela n'inclut pas les animaux qui ont été euthanasiés à la suite de leurs blessures."
Animal Health Status,État de santé de l’animal,Not Located,Non Situé,There was a report of a collision or Exceptional cases where none of the other available health statuses apply.  wise dead or injured animal however the status of the animal could not be confirmed because staff were unable to locate the animal or any significant evidence of its fate.,"Une collision ou un animal mort ou Il est confirmé que l'animal est physiquement blessé, grâce à une preuve visuelle directe ou à d'Cas exceptionnels où aucun des autres états de santé disponibles ne s'applique.  s preuves de blessure sur les lieux (comme du sang, de la fourrure, des dommages considérables au véhicule, etc.). Cela n'inclut pas les animaux qui ont été euthanasiés à la suite de leurs blessures.  a été signalé, mais le statut de l'animal n'a pas pu être confirmé car le personnel n'a pas été capable de localiser l'animal ou de trouver des preuves significatives de son état. Par exemple, le personnel répond à un rapport de collision avec un animal sauvage mais ne peut pas trouver de preuves sur les lieux"
Animal Health Status,État de santé de l’animal,Orphaned,Orphelin,The animal is an age that is dependent on parental care but the parent has been killed or is not present.,"L'animal est d'un âge qui dépend des soins des parents, mais le parent a été tué ou n'est pas présent."
Animal Health Status,État de santé de l’animal,Other,Autre,Exceptional cases where none of the other available health statuses apply.,Cas exceptionnels où aucun des autres états de santé disponibles ne s'applique.
Animal Health Status,État de santé de l’animal,Sick,Malade,The animal presents conspicuous symptoms that are indicative of compromised health.,L'animal présente des symptômes évidents qui indiquent que sa santé est compromise.
Animal Health Status,État de santé de l’animal,Unknown,Inconnu,The animal’s health status is entirely unknown.,L'état de santé de l'animal est complètement inconnu.
Cause of Animal Health Status,Cause de l’état de santé de l’animal,Collision,Collision,"Collision with a vehicle, person or other object (e.g., on a road or railway)","Collision avec un véhicule, une personne ou un autre objet (p. Ex. Sur une route ou un chemin de fer)"
Cause of Animal Health Status,Cause de l’état de santé de l’animal,Defence of Life/Property - public,Défense de la vie/des biens - public,An animal was killed by a member of the public in defence of human safety or property,Un animal a été tué par un membre du public pour défendre la sécurité des personnes ou des biens
Cause of Animal Health Status,Cause de l’état de santé de l’animal,Disease,Maladie,Disease,Maladie
Cause of Animal Health Status,Cause de l’état de santé de l’animal,Drowned,Noyade,Drowned,Noyade
Cause of Animal Health Status,Cause de l’état de santé de l’animal,Entangle-Entrapment,Enchevêtrement ou piégeage,"Entanglement or entrapment, such as resulting from a fence or building intrusion","Enchevêtrement ou prise au piège, par exemple dans une clôture ou à la suite d’une intrusion dans un bâtiment"
Cause of Animal Health Status,Cause de l’état de santé de l’animal,Hunting - Trapping,Chasse - piégeage,Legal hunting or trapping,Chasse ou piégeage légal
Cause of Animal Health Status,Cause de l’état de santé de l’animal,Indigenous Harvest,Récolte Autochtone,Indigenous Harvest,Récolte Autochtone
Cause of Animal Health Status,Cause de l’état de santé de l’animal,Intraspecific Competition,Concurrence intraspécifique,Intraspecific Competition,Concurrence intraspécifique
Cause of Animal Health Status,Cause de l’état de santé de l’animal,Management Destruction,Élimination dans le cadre d’une mesure de gestion,An animal was killed by authorized staff because of risks to human safety or impacts on ecological integrity,Un animal a été tué par le personnel autorisé en raison des risques pour la sécurité humaine ou des impacts sur l'intégrité écologique
Cause of Animal Health Status,Cause de l’état de santé de l’animal,Natural Mortality,Mortalité naturelle,Natural Mortality,Mortalité naturelle
Cause of Animal Health Status,Cause de l’état de santé de l’animal,Other,Autre,Other,Autre
Cause of Animal Health Status,Cause de l’état de santé de l’animal,Poaching,Braconnage,"Illegal hunting, harvest or collection of wildlife","Chasse, récolte ou collecte illégale d'animaux sauvages"
Cause of Animal Health Status,Cause de l’état de santé de l’animal,Poisoned,Empoisonnement,Poisoned,Empoisonnement
Cause of Animal Health Status,Cause de l’état de santé de l’animal,Predation,Prédation,Predation,Prédation
Cause of Animal Health Status,Cause de l’état de santé de l’animal,Starvation,Famine,Starvation,Famine
Cause of Animal Health Status,Cause de l’état de santé de l’animal,Unknown,Inconnu,Unknown,Inconnu
Deterrents/Projectiles used,Dissuasions/projectiles utilisés,Bear Spray,Vaporisateur chasse ours,Bear spray discharged to deter an animal (by staff or public),Jet de vaporisateur chasse ours pour dissuader un animal (par le personnel ou le public)
Deterrents/Projectiles used,Dissuasions/projectiles utilisés,Impact - Beanbag,Impact – sac de plombs,Impact - Beanbag,Impact – sac de plombs
Deterrents/Projectiles used,Dissuasions/projectiles utilisés,Impact - Chalkball,Impact – sac de craie,Impact - Chalkball,Impact – sac de craie
Deterrents/Projectiles used,Dissuasions/projectiles utilisés,Impact - Paintball,Impact – balle de peinture,Impact - Paintball,Impact – balle de peinture
Deterrents/Projectiles used,Dissuasions/projectiles utilisés,Impact - Pellet,Impact – granulé,Impact - Pellet,Impact – granulé
Deterrents/Projectiles used,Dissuasions/projectiles utilisés,Impact - Projectile,Impact – projectile,"A projectile, such as a rock or stick, thrown by a person and that directly contacts an animal to deter it","Un projectile, tel qu'une pierre ou un bâton, lancé par une personne et qui entre directement en contact avec un animal pour le dissuader"
Deterrents/Projectiles used,Dissuasions/projectiles utilisés,Impact - Rubber,Impact – caoutchouc,Impact - Rubber,Impact – caoutchouc
Deterrents/Projectiles used,Dissuasions/projectiles utilisés,Lethal Round - Centrefire,Balle létale – cartouche à percussion centrale,"A lethal projectile discharged from a centrefire rifle (e.g., .30-06 calibre)",Balle létale – cartouche à percussion centrale
Deterrents/Projectiles used,Dissuasions/projectiles utilisés,Lethal Round - Rimfire,Balle létale – cartouche à percussion annulaire,"A lethal projectile discharged from a rimfire rifle (e.g., .22 calibre)",Balle létale – cartouche à percussion annulaire
Deterrents/Projectiles used,Dissuasions/projectiles utilisés,Lethal Round - Shotgun,Balle létale – cartouche de chasse,"A lethal projectile discharged from a shotgun (e.g., 12 gauge)",Balle létale – cartouche de chasse
Deterrents/Projectiles used,Dissuasions/projectiles utilisés,Noise - Banger or Screamer,Bruit – pyrotechnique,Noise - Banger or Screamer,Bruit – pyrotechnique
Deterrents/Projectiles used,Dissuasions/projectiles utilisés,Noise - Blank,Bruit – blanc,Noise - Blank,Bruit – blanc
Deterrents/Projectiles used,Dissuasions/projectiles utilisés,Noise - Clapping,Bruit – coup de main,Noise - Clapping,Bruit – coup de main
Deterrents/Projectiles used,Dissuasions/projectiles utilisés,Noise - Horn,Bruit – klaxon avertisseur,Noise - Horn,Bruit – klaxon avertisseur
Deterrents/Projectiles used,Dissuasions/projectiles utilisés,Noise - Siren,Bruit – sirène,Noise - Siren,Bruit – sirène
Deterrents/Projectiles used,Dissuasions/projectiles utilisés,Noise - Voice,Bruit – voix,Noise - Voice,Bruit – voix
Deterrents/Projectiles used,Dissuasions/projectiles utilisés,None,Aucun,None,Aucun
Deterrents/Projectiles used,Dissuasions/projectiles utilisés,Non-impact - Chalkball,Sans impact – sac de craie,Non-impact - Chalkball,Sans impact – sac de craie
Deterrents/Projectiles used,Dissuasions/projectiles utilisés,Non-impact - Projectile,Sans impact – projectile,"A projectile, such as a rock or stick, thrown by a person towards an animal but does not directly contact the animal","Un projectile, tel qu'une pierre ou un bâton, lancé par une personne vers un animal mais qui n'entre pas directement en contact avec celui-ci"
Deterrents/Projectiles used,Dissuasions/projectiles utilisés,Not Applicable,Sans objet,Not Applicable,Sans objet
Deterrents/Projectiles used,Dissuasions/projectiles utilisés,Other,Autre,Other,Autre
Deterrents/Projectiles used,Dissuasions/projectiles utilisés,Presence of Officer/Person,Présence d’un officier ou d'une personne,Presence of staff or a member of the public,Présence du personnel ou d'un membre du public
Deterrents/Projectiles used,Dissuasions/projectiles utilisés,Presence of Vehicle,Présence d’un véhicule,Presence of Vehicle,Présence d’un véhicule
Deterrents/Projectiles used,Dissuasions/projectiles utilisés,Unknown,Inconnu,Unknown,Inconnu
Deterrents/Projectiles used,Dissuasions/projectiles utilisés,Visual - Flagging or stick,Visuel – drapeau ou bâton,Visual - Flagging or stick,Visuel – drapeau ou bâton
Field Unit,Unité de gestion,Banff Field Unit,Unité de gestion de Banff,Banff Field Unit,Unité de gestion de Banff
Field Unit,Unité de gestion,Cape Breton Field Unit,Unité de gestion du Cap-Breton,Cape Breton Field Unit,Unité de gestion du Cap-Breton
Field Unit,Unité de gestion,Coastal British Columbia Field Unit,Unité de gestion de la Colombie-Britannique côtière,Coastal British Columbia Field Unit,Unité de gestion de la Colombie-Britannique côtière
Field Unit,Unité de gestion,Eastern and Central Ontario Field Unit,Unité de gestion de l'Est et du Centre de l'Ontario,Eastern and Central Ontario Field Unit,Unité de gestion de l'Est et du Centre de l'Ontario
Field Unit,Unité de gestion,Gaspesie Field Unit,Unité de gestion de la Gaspésie,Gaspesie Field Unit,Unité de gestion de la Gaspésie
Field Unit,Unité de gestion,Gwaii Haanas Field Unit,Unité de gestion de Gwaii Haanas,Gwaii Haanas Field Unit,Unité de gestion de Gwaii Haanas
Field Unit,Unité de gestion,Jasper Field Unit,Unité de gestion de Jasper,Jasper Field Unit,Unité de gestion de Jasper
Field Unit,Unité de gestion,La Mauricie and Western Quebec Field Unit,Unité de gestion de la Mauricie et de l'Ouest du Québec,La Mauricie and Western Quebec Field Unit,Unité de gestion de la Mauricie et de l'Ouest du Québec
Field Unit,Unité de gestion,"Lake Louise, Yoho and Kootenay Field Unit","Unité de gestion Lake Louise, Yoho et Kootenay","Lake Louise, Yoho and Kootenay Field Unit","Unité de gestion Lake Louise, Yoho et Kootenay"
Field Unit,Unité de gestion,Mainland Nova Scotia Field Unit,Unité de gestion de la Nouvelle-Écosse continentale,Mainland Nova Scotia Field Unit,Unité de gestion de la Nouvelle-Écosse continentale
